,User_name,Review,Rating1,Rating,Title
3658,Kiran Jose manuel,Never buy this one. The only good thing is the sound quality but  it's not comfortable for anything else other than listening to music. Also 500 rs earphones have better noise cancellation.,1.0 out of 5 stars,1,"While playing games, my teammates are even able to hear the sound of my Laptop fans running."
3659,Chhotelal singh,Sound quality is awesome 🤠.Bass is good. 😊Quality of this product is excellent 😍.Value for money 💰.,5.0 out of 5 stars,5,Sound quality
3660,100rin,Dead within 5 months of use,1.0 out of 5 stars,1,Very bad product
3661,Anwar ali,"Fantastic product, don't think twice just go for it",5.0 out of 5 stars,5,👍
3662,Akshay Bajirao Bhalerao,Best bluetooth earphones for gaming... Go for it 🔥,5.0 out of 5 stars,5,Impressive
3663,Samson Louise,It's worth spending 1999. Feels premium. Sounds good. Bass quality is perfect. Calling quality seems little bit off though but it's fine. Loved it!!!!!!!,5.0 out of 5 stars,5,Go for it !!
3664,Vinay,1.audio was disconnecting by it self2.Bluetooth was disconnecting by it self3.pairing issue,1.0 out of 5 stars,1,Seems its damaged product
3665,Jasjot Singh,Love the fact that I can use it perfectly well hands free. Call quality is great! Music is also decent.,5.0 out of 5 stars,5,Great call quality. Okay for music.
3666,Pravin Bhagat,One side of that earphone is not working amazon team kindly please this problem,5.0 out of 5 stars,5,Damaged
3667,Sai Harsha,Bass is good Over all performance is okay we can give a 4star rating but there is noise disturbance during the phone call.,4.0 out of 5 stars,4,Not great but okay
3668,Dr Gaurav Kalyan,Sound quality awesomeProduct quality very flexible and reliable2k price is worth it,5.0 out of 5 stars,5,Fantastic
3669,Arindam Mondal,"Sound quality, bass quality, battery, build quality is too good.",5.0 out of 5 stars,5,Great 👌
3670,Manu Mathew,I not parched,5.0 out of 5 stars,5,I not parched
3671,GIRRAJ sera,Is not better,1.0 out of 5 stars,1,Do not
3672,shailesh rawal,Default product received i have exchanged and received other product with same problem and now I am unable to replace it,1.0 out of 5 stars,1,Voice problem
3673,Alphonse K sebastian,Don't buy it .you cannot use it for a year my Onpluse headset is complaint after 2 months of buying.So don't waste money,1.0 out of 5 stars,1,It will complaint soon
3674,Varsha Hingade,Maine OnePlus earphones z bass edition ko offline bulaya kuch acha baj raha tha or bad mai uski aawaj Nahi aari kya Kate,3.0 out of 5 stars,3,OnePlus earphones z bass edition
3675,Vedula Bharadwaja,Good,5.0 out of 5 stars,5,Good
3676,Nisha jain,This is totally amazing realy good im using this about month now and i dont have any issues with it u can also buy it without any doubt,5.0 out of 5 stars,5,Amazing product 👌
3677,Shubham Desai,This stopped working after only 3 months of usage... utterly disappoined... don't think I'll go for oneplus product ever😑,1.0 out of 5 stars,1,disappoined
3678,Amazon Customer,The microphone sound is not working properly.,3.0 out of 5 stars,3,Poor quality of microphone sound
3679,Pranav Kuldharan,superb deep bass. noise cancelling earbuds. classy design. light weight. super fast charging. Loved it!,5.0 out of 5 stars,5,worth buying. value for money!
3680,Hrishabh srivastav,Super qualitybass is awesome talk about battery backup owsm backup I like this productI recommend everyone to buy this product,5.0 out of 5 stars,5,Good quality
3681,Ayush,Worth product.... 10 minutes charges for 8 hours atleast.,4.0 out of 5 stars,4,4 star
3682,Amit Mistry,Sound Quality has been improved from it's previous version.Easy to use and getting better performance with OnePlus Devices.,5.0 out of 5 stars,5,Sound Quality
3683,Sheikh shoaib,"I think this is best earphone , very good bass  ,sound quality was awesome",5.0 out of 5 stars,5,Like a bullet
3684,mukesh c.,Bass was too low i didn't expected so low but through wavelet equiliser and dolby settings in oneplus i got what i wanted(lovely bass) sharing my settings with u hope u guys enjoy,4.0 out of 5 stars,4,Great sound but bass has to be increased through eq
3685,Venkatesh Rayala❤,                    The media could not be loaded.                 Sound quality is good and phone call Voice disturbence is very high in like irritating sound.,3.0 out of 5 stars,3,It's very bad
3686,Bhushan Deshmukh,"Product is very good, Sound quality awesome.",5.0 out of 5 stars,5,Worth
3687,srinivas,Sound quality is good but not durability I used this upto 6 months but guarantee doesn't claim,1.0 out of 5 stars,1,This earphones are not durability I have this earphones I used only 6mounths
3688,Amazon Customer,"After 3 month of usage mic is not working, customer care not pick the call. Very worst service",1.0 out of 5 stars,1,Mic not working
3689,Kindle Customer,Doesn't come out while running or cycling. Noise cancellation and battery is excellent,5.0 out of 5 stars,5,Best earphones one can have
3690,Amazon Customer,Awesome product but have to detached magnet everytime need to pair but battery life and quick charging makes it 1 of the best headset.,5.0 out of 5 stars,5,Can do better
3691,Mandeep Singh,Ok,1.0 out of 5 stars,1,Ok
3692,Redecormyhome,"Reviewing after using three month. Only thing i like is battery backup. Good to attend calls, don't expect good sound quality. No bass.",2.0 out of 5 stars,2,"No sound quality, no bass, only great battery backup"
3693,Aneez,No smart switch function,5.0 out of 5 stars,5,Good bass but no smart switch
3694,VINEET VIKRAM,Best in class. No competition. Period.,5.0 out of 5 stars,5,Best there ever was.
3695,suyash,It is undoubtedly best earphone in this range with low latency but it sometimes disconnects automatically when mobile is connected to wifi why this happens any reason??,4.0 out of 5 stars,4,Best earphone in this range
3696,Piyush Nair,Awesome,5.0 out of 5 stars,5,Awesome
3697,Nagendher,"Sound quality good, phone calls wind sound coming on bike riding other person, bass quality is super.",4.0 out of 5 stars,4,Good earphone
3698,Mehar Aditya,Awesome Product with Excellent Sound Quality,5.0 out of 5 stars,5,Excellent Product
3699,shanmukhsai,i have received a defect product and to return they irritated me for two days.,3.0 out of 5 stars,3,product is good but i got defect one
3700,PITLA,"Sound quality is good, if purchased for noice cancellation it's not preferable",4.0 out of 5 stars,4,Ok ok
3701,Chhagan Kapale,"Best design, easy to handle, new bass adition is best feature was added & purchase product without any dought..........",5.0 out of 5 stars,5,Best sound quality(with bass addition)
3702,Saurav Khutafale,It is good quality product and this eairphones sound quality is best bass quality is so good and I like this eairphones,5.0 out of 5 stars,5,Dream
3703,Vandan Hambire,My Oneplus Bullets Wireless Z Bass Edition Bluetooth not working.Waiting to your reply.Kindly help me ASAP.,5.0 out of 5 stars,5,Bluetooth not working
3704,Ajay Yadav,Quality is no match for bullet 2.,3.0 out of 5 stars,3,Poor quality
3705,Gourav Sharma,Best in class,5.0 out of 5 stars,5,One plus 🤗
3706,Max,value for the bucks you pay.... ive been using it for a  week or so.... thoroughly happy with it....,5.0 out of 5 stars,5,one of the best!!
3707,Shiva Kumar,Connection issue and power on/off not effective,3.0 out of 5 stars,3,Power On/Off problem
3708,Dhanush,Better than Oneplus Buds Z edition... Better in bass And latency mode... backup is not the best bt still its' above average.. loving it... ❤️,5.0 out of 5 stars,5,Loving it 💖
3709,Bishal sah,Writing after 6  months of use Build quality is very good base is also good it has some connectivity problems some time,4.0 out of 5 stars,4,Good product worth of buying
3710,Shabana,Sound quality is good.,1.0 out of 5 stars,1,Within 6 months right side has stopped not worth the price.working.
3711,Kamalesh Vishwakarma,                    The media could not be loaded.                 Nice sound and very good product in this prize battery life 1 week amezing,5.0 out of 5 stars,5,Nice sound and very good product in this prize battery life 1 week amezing
3712,jackprakash,5/10/21 I gave the order on the six and one year is not over yet By then the OnePlus Bluetooth sound I ordered was low.,4.0 out of 5 stars,4,Product replenishment on warranty claims
3713,SK,Warranty claim will be rejected always. Better go with brand who is providing good warranty support for this much cost.,1.0 out of 5 stars,1,Warranty claim will be rejected always.
3714,Noushad,Need some improvement,5.0 out of 5 stars,5,Nice
3715,Himesh,"It's not working, Damaged and seems to be an old one , i think they send me refurbished instead of new",1.0 out of 5 stars,1,Upset with this product
3716,Saranya,Excellent worth for money love it completely.. thank you Amazon,5.0 out of 5 stars,5,worth for Money
3717,Sandeep Kumar Diwakar,Battery backup is good but there is no quick switch and sometime in between suddenly sound comes as distorted.,2.0 out of 5 stars,2,Poor for calls or meetings
3718,NIHITHA JESON,The product looking good..but the too much distance while talking cals..and battery capacity was not satisfied,3.0 out of 5 stars,3,Don't buy waste of money
3719,Shubham kumar,Ghatiya company hai ghatiya product hai or ghatiya service kabhi zindagi me na kharide hum poor ghariya bakwas,5.0 out of 5 stars,5,Poor quality poor service poor product waste of money
3720,Priyanshu raul,Sound quality is very helpful jabardast bass noise cancellation medium,4.0 out of 5 stars,4,Product is very good
3721,TANMOY CHAKRABORTY,Everything is good. But after 4months later than battery backup timing Is decreased.  It's seem if I give it full charge the battery backup timing is less than 2days.,5.0 out of 5 stars,5,How can i change this headphone. I facing some problems
3722,Raj sharma,Good,5.0 out of 5 stars,5,Good
3723,Shivam Chauhan,Good,5.0 out of 5 stars,5,Good
3724,Pabitra Biswas,Poor noise cancellation,4.0 out of 5 stars,4,...
3725,Manu,"Sound qualityBattery levelProduct Design are goodOverall about product is super for a month, Looking for further....",4.0 out of 5 stars,4,Good one
3726,Amazon Customer,Best earphone.. 💯 go for it..auto connection bis Very good supporting,5.0 out of 5 stars,5,Best till date
3727,Baljinder Singh ,Good product,4.0 out of 5 stars,4,Good earphone best battery backup &
3728,Arjunan,HiI bought a headset 2 months before. Now headset is not working as well as not charging.Please fix the issue asap,1.0 out of 5 stars,1,Charger issue and not working
3729,Karthikeyan CP,Instant pairing with Laptop and mobile devices,4.0 out of 5 stars,4,Value for money
3730,ARAV KUMAR,It's good. But use only in AAC codec otherwise some disturbing noise feel in the ear.,3.0 out of 5 stars,3,It's good. But use only in AAC codec otherwise some disturbing noise feel in the ear.
3731,Jayan Kumar pratap,"Just go for it u will love it.Bass sound quality all top notch in this price range just loved it,so easy to use Nd battery backup is also good.",5.0 out of 5 stars,5,Just go for it 💯
3732,Amazon Customer,"Mokka product ithuku neenga boat 255 or boat 335 vangidalam,because no major difference between them.",4.0 out of 5 stars,4,Go to boat
3733,vivek,Thoda costly hai baaki neckband k compare meinBut sound+bass is just awsomeThanks oneplus,5.0 out of 5 stars,5,Random picked
3734,Pavan K.,"Awesome product, long battery life, powerful baaa",5.0 out of 5 stars,5,Value for money
